,CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount,mean_nb_tx_per_day,available_terminals,nb_terminals
114,114,68.97682650777504,5.835635898058866,74.41736441711024,37.20868220855512,3.5268808493353587,[],0
115,115,27.24368954659625,37.90568960774286,40.558137415487025,20.279068707743512,2.9951530301605325,[],0
116,116,23.780724253903884,17.185309904764303,47.682706625335115,23.841353312667557,1.217873629509278,[np.int64(229)],1
117,117,83.91891222586524,23.774182601563876,52.72699846147984,26.36349923073992,3.7703343987917215,[np.int64(67)],1
118,118,63.39976977446607,86.72894054624648,94.31992048870289,47.159960244351446,3.0030594475454078,"[np.int64(81), np.int64(127), np.int64(197)]",3
119,119,69.95750602247513,96.79655666042271,99.46807501652954,49.73403750826477,1.8072867306790386,[np.int64(54)],1
120,120,7.086977818420836,29.279403144051884,19.473697040334393,9.736848520167197,1.6699454991840472,[],0
121,121,13.128932847325602,60.4117804020882,41.36676561999614,20.68338280999807,3.58154353715284,"[np.int64(163), np.int64(205)]",2
122,122,96.77946717985019,54.688490166942216,31.108239137421677,15.554119568710838,2.368921675047347,"[np.int64(16), np.int64(34), np.int64(100), np.int64(183)]",4
123,123,89.67611582244098,40.67333458357483,57.44743628573723,28.723718142868616,1.0866110704245835,[np.int64(228)],1
124,124,45.5444149450027,40.17135353795987,28.599279182882245,14.299639591441123,2.0234655353012334,[np.int64(215)],1
125,125,31.03808259798114,37.303486388074745,54.872192014155104,27.436096007077552,3.00238009171595,[],0
126,126,33.35074657912753,92.41587666207636,86.92026194941073,43.460130974705365,0.19476118390211417,"[np.int64(112), np.int64(120)]",2
127,127,25.364252425682277,44.613551265920194,14.939649430535038,7.469824715267519,1.3939039561339883,[np.int64(80)],1
128,128,74.00975256176825,68.05144811428259,64.12652071377046,32.06326035688523,2.8421136108893825,"[np.int64(39), np.int64(131)]",2
129,129,20.492368695970175,34.169811486473215,69.24303581635897,34.621517908179484,3.5169390521253083,"[np.int64(3), np.int64(110)]",2
130,130,54.36780538280952,28.269965094553662,7.8723495105683465,3.9361747552841733,2.8413473158968534,[],0
131,131,0.7884103508440377,37.267906982099554,55.40103538346427,27.700517691732134,3.688445847068772,[np.int64(187)],1
132,132,8.94945450329001,40.59423219682837,7.309753972464988,3.654876986232494,1.3704439373663613,"[np.int64(15), np.int64(22), np.int64(30), np.int64(89), np.int64(123), np.int64(204)]",6
133,133,62.22310588397949,27.906794822859837,24.926245217285334,12.463122608642667,0.4628129333083746,"[np.int64(88), np.int64(141), np.int64(154)]",3
134,134,57.714024402034184,69.5270005904686,68.83592835660312,34.41796417830156,3.7954440828820295,"[np.int64(29), np.int64(144)]",2
135,135,0.27032138935026984,64.7196653894036,62.03726252427576,31.01863126213788,2.3549584398811527,"[np.int64(7), np.int64(25), np.int64(49)]",3
136,136,96.27703198402425,1.6871673370039697,71.16583091663776,35.58291545831888,3.2547145988074537,[],0
137,137,50.980719662158414,33.396486959680914,80.12981550660346,40.06490775330173,0.3889717025296986,[],0
138,138,44.203563772992524,51.99523745708382,70.92585903878201,35.462929519391004,0.36354292812963784,"[np.int64(4), np.int64(8), np.int64(115)]",3
139,139,22.775950153786095,41.030156269012565,64.21299393691241,32.106496968456206,3.54784312486967,[np.int64(138)],1
140,140,61.88261682413765,13.346147093493443,98.15511261479183,49.077556307395916,3.4871429390219717,[np.int64(28)],1
141,141,50.2720761145324,92.2347981796633,56.4311754069279,28.21558770346395,3.6932242715566526,"[np.int64(94), np.int64(202)]",2
142,142,82.98973686033432,96.82864102942973,92.37936702392504,46.18968351196252,0.14413526971427792,"[np.int64(10), np.int64(170)]",2
143,143,17.477200416093996,38.913467710118574,95.45355624306498,47.72677812153249,1.2001156779037183,"[np.int64(3), np.int64(138)]",2
144,144,16.046764388760103,88.630466608656,47.407469470904275,23.703734735452137,3.6315023774173043,"[np.int64(6), np.int64(14)]",2
145,145,16.023046632014328,66.11175115080995,46.82505651880172,23.41252825940086,0.3059470761211416,"[np.int64(93), np.int64(163), np.int64(225)]",3
146,146,69.64631446525006,24.73987555391537,8.763474645054185,4.381737322527092,0.23977719299829303,"[np.int64(88), np.int64(141)]",2
147,147,6.107853706678734,90.77329574850394,75.2889721937646,37.6444860968823,3.5922494288549403,[],0
148,148,67.25823112965213,52.89399290308832,33.922404613000936,16.961202306500468,3.9918490053146938,"[np.int64(33), np.int64(151)]",2
149,149,36.21890589393894,47.06489492139095,40.93329161772887,20.466645808864435,3.9181077173418344,[np.int64(102)],1
150,150,17.465838539500577,32.798800090807966,69.63312327142515,34.816561635712574,0.2528304733545226,"[np.int64(3), np.int64(110)]",2
151,151,60.7249374011541,47.76465028764161,31.979997792399605,15.989998896199802,0.953653123696232,"[np.int64(136), np.int64(146)]",2
152,152,51.45127432987567,36.792758053704134,48.369389669952255,24.184694834976128,1.3499095270569597,[],0
153,153,97.04936935959776,13.343943174560401,14.196375551945549,7.098187775972774,1.3735669151636642,[np.int64(149)],1
154,154,59.102690087049126,65.91764718500282,42.739390980964,21.369695490482,3.9971119756886844,"[np.int64(29), np.int64(128), np.int64(164)]",3
155,155,35.18929961930426,72.14066679599524,65.57035598042532,32.78517799021266,3.2522154529898426,"[np.int64(11), np.int64(198), np.int64(214)]",3
156,156,97.622566345382,88.97936564455402,77.63338756398231,38.816693781991155,2.7929939112731623,"[np.int64(79), np.int64(222)]",2
157,157,33.54981696758996,14.768557820670736,10.950420290681928,5.475210145340964,0.9676068168059393,[np.int64(180)],1
158,158,43.22814811812986,52.19962736299825,78.4429376352128,39.2214688176064,3.834963692226372,"[np.int64(4), np.int64(8), np.int64(115)]",3
159,159,11.732048038481102,10.700414019379156,61.02099868628732,30.51049934314366,2.981592295789172,"[np.int64(2), np.int64(210)]",2
160,160,84.81503803469849,93.58320802167886,98.42549301476099,49.212746507380494,1.5992067688981035,"[np.int64(12), np.int64(114), np.int64(140), np.int64(170)]",4
161,161,38.03351835275731,14.780867669727238,70.06877167493815,35.034385837469074,2.6270478337633483,[np.int64(37)],1
162,162,86.20625958512072,9.725799478764063,52.28880624340747,26.144403121703736,2.3243277186882523,[],0
163,163,24.15570400399184,16.902540612916127,86.66017945986404,43.33008972993202,0.23413968894223514,[np.int64(229)],1
164,164,47.06209039180729,11.583400130088528,48.4205823264799,24.21029116323995,3.919849305369237,[np.int64(212)],1
165,165,42.37063534554728,85.71249175045673,16.14497859740342,8.07248929870171,1.0850083070474565,[],0
166,166,40.37927406673345,39.98121400093307,68.78143047366456,34.39071523683228,1.3788725095020307,[np.int64(134)],1
167,167,71.37668684100163,63.91868992253925,42.92030879920344,21.46015439960172,1.727040510617277,[np.int64(173)],1
168,168,61.45276998103208,7.004219014464463,83.12864014379058,41.56432007189529,2.6136846444545476,[],0
169,169,72.63424644178352,53.692300108239046,15.49532554421575,7.747662772107875,1.6201424531877997,[np.int64(151)],1
170,170,40.53735828485561,32.10429900432169,7.845280865951189,3.9226404329755944,2.9490169703859093,[np.int64(135)],1
171,171,10.97844580625007,60.630813304508514,71.8056621643855,35.90283108219275,2.539145291734779,"[np.int64(163), np.int64(172), np.int64(205)]",3
172,172,95.91422519779749,10.329815508513862,87.38088011499391,43.69044005749696,0.11676093939565302,[],0
173,173,53.4916854927084,40.424361793925875,54.79746673740703,27.398733368703514,1.4603995082400392,[],0
174,174,19.056691494006806,1.912289744868978,54.22423231016156,27.11211615508078,3.3711074507393692,[np.int64(82)],1
175,175,37.32159557447942,22.286381801498024,12.650540329825187,6.3252701649125935,0.34124369247481345,"[np.int64(47), np.int64(153)]",2
176,176,22.13964462927722,10.001406092155518,30.178771344625794,15.089385672312897,0.26459784846781886,"[np.int64(156), np.int64(161)]",2
177,177,6.560486720992564,85.6276179622782,20.401424767339158,10.200712383669579,2.238729623293792,[],0
178,178,77.34555444490306,45.64095653390666,19.570043396637843,9.785021698318921,0.7983845684804574,"[np.int64(178), np.int64(193)]",2
179,179,43.29842062811807,52.82340891785358,38.196827744610815,19.098413872305407,3.1259184009386454,"[np.int64(4), np.int64(8), np.int64(115)]",3
180,180,75.10216488563984,92.7211807373118,7.750492157561251,3.8752460787806253,3.5827651648408136,"[np.int64(58), np.int64(223)]",2
181,181,39.2568788462151,87.83724953799941,70.6245537348703,35.31227686743515,3.9493950282958727,[],0
182,182,75.9282451716668,36.45446259967866,52.60100141930145,26.300500709650724,1.505556620777405,"[np.int64(41), np.int64(207)]",2
183,183,36.49118360212381,26.090449938105976,52.11717806047961,26.058589030239805,2.726959780277445,"[np.int64(47), np.int64(153)]",2
184,184,27.734027130524353,52.437981107721995,16.151127946202934,8.075563973101467,0.6393811474167652,"[np.int64(50), np.int64(80)]",2
185,185,4.680635471218874,97.07314427706328,5.366733393474804,2.683366696737402,0.7143198722306252,"[np.int64(75), np.int64(108), np.int64(125)]",3
186,186,61.286675311699234,8.13695988533053,88.78016779419907,44.39008389709954,2.8784806313691527,[],0
187,187,96.63899714378934,50.763554724076485,33.53834990005629,16.769174950028145,2.1980022911810857,"[np.int64(16), np.int64(183)]",2
188,188,93.08187172979731,52.07614372418605,30.38466802692027,15.192334013460135,3.5095951566964785,"[np.int64(16), np.int64(100), np.int64(181)]",3
189,189,37.19187485124613,0.13833499989991394,28.530077136770014,14.265038568385007,1.2729340367082496,[np.int64(185)],1
190,190,85.87774682319022,45.8503167066445,47.23579234207357,23.617896171036787,1.3444090655995495,[np.int64(208)],1
191,191,88.06781230470796,94.50267769403914,99.22958126968979,49.614790634844894,1.506965067843947,"[np.int64(97), np.int64(140), np.int64(170)]",3
192,192,96.61474456271714,79.18795696309013,69.19046902620535,34.595234513102675,0.9795579176803977,"[np.int64(20), np.int64(200)]",2
193,193,21.64572609442098,16.604782452124567,92.66187797140971,46.330938985704854,1.1763066495326644,[np.int64(229)],1
194,194,45.30942454488785,49.39578339872235,78.92630156777415,39.46315078388707,3.3769398462120965,"[np.int64(215), np.int64(216)]",2
195,195,13.90727011486128,42.69043602110737,85.07121434436843,42.535607172184214,3.2721332230233537,"[np.int64(15), np.int64(22), np.int64(30), np.int64(152)]",4
196,196,10.24137584524164,15.6383348867963,33.898875701943744,16.949437850971872,0.30143627633336134,[np.int64(224)],1
197,197,42.46630028405929,10.76177051495819,58.98067139863528,29.49033569931764,0.9862277592446245,[np.int64(212)],1
198,198,59.64330653496227,11.752564290363765,97.70896749976067,48.85448374988034,3.7302448154293617,"[np.int64(28), np.int64(70)]",2
199,199,39.17969385646658,24.217859412608544,28.787830221089415,14.393915110544707,1.9335741408095681,"[np.int64(47), np.int64(153)]",2
200,200,3.9992801900716968,63.9705106075127,43.788776292275756,21.894388146137878,1.5096262903555493,"[np.int64(7), np.int64(25), np.int64(49)]",3
201,201,80.93649714891984,70.903546018329,95.66171246230574,47.83085623115287,1.4077449619827629,"[np.int64(175), np.int64(206)]",2
202,202,89.75427646494055,76.99671862500888,38.95534190149774,19.47767095074887,2.486661745813031,[np.int64(69)],1
203,203,28.856995765169557,87.43999170748424,15.680595135169568,7.840297567584784,0.8497374451761641,"[np.int64(42), np.int64(120), np.int64(142), np.int64(159), np.int64(168)]",5
204,204,18.303329207992114,40.302600240428866,75.79713120305227,37.89856560152614,2.1076297962087214,[np.int64(138)],1
205,205,48.76763235382076,0.05459648969956543,45.4131639087302,22.7065819543651,0.2542150993446337,[],0
206,206,20.825325212148382,93.23939389604944,25.46282941260763,12.731414706303815,3.43335055453705,[],0
207,207,80.28933715613343,15.914623694224284,62.54263594067649,31.271317970338245,0.46264748762005325,[np.int64(219)],1
208,208,72.78881583695114,63.746227737220664,82.13416336064684,41.06708168032342,1.9175381975567523,[np.int64(173)],1
209,209,91.48630878333829,4.934894678843971,32.8244136775664,16.4122068387832,2.860210389860668,[np.int64(218)],1
210,210,41.810921174800086,17.29513542711564,15.185020815711873,7.5925104078559364,3.2693564458464857,[np.int64(37)],1
211,211,47.31429784656442,88.22836719191073,74.66246776008897,37.331233880044486,1.6389048225229743,[],0
212,212,37.351101415568365,51.56383466512517,89.46069555302422,44.73034777651211,2.9491143188566715,"[np.int64(4), np.int64(50), np.int64(102)]",3
213,213,0.515296426902323,69.41578513691256,92.35320365605297,46.176601828026484,2.8418230380179663,"[np.int64(7), np.int64(25), np.int64(201)]",3
214,214,17.700578156749593,48.35181274274587,18.330021702724842,9.165010851362421,1.4359811133585283,"[np.int64(107), np.int64(152), np.int64(157)]",3
215,215,93.71170419405178,92.33053075587083,31.869500956727876,15.934750478363938,1.3585241766647966,"[np.int64(97), np.int64(104), np.int64(155), np.int64(222)]",4
216,216,60.02128681312939,96.319729526038,19.041126736212092,9.520563368106046,1.0276665747466764,"[np.int64(65), np.int64(99)]",2
217,217,87.35568272907715,49.18922317083445,90.40130376156802,45.20065188078401,0.7420715900927051,[np.int64(62)],1
218,218,53.26685874713607,32.62696326493724,35.071543189785224,17.535771594892612,1.7875078557847965,[],0
219,219,43.30774491012684,35.734687967795445,91.92222317998376,45.96111158999188,2.926976741731571,[],0
220,220,72.75469913315297,28.99134495919554,59.88239531009983,29.941197655049915,3.116717733207336,[np.int64(17)],1
221,221,79.5590368543213,34.453046075431224,78.23291187402154,39.11645593701077,2.943575587230932,"[np.int64(41), np.int64(68), np.int64(207)]",3
222,222,14.150648562190026,86.59454685664772,46.92553966713903,23.462769833569514,1.9456417955546619,[np.int64(14)],1
223,223,44.836917889799736,56.78460014775075,64.0110784998702,32.0055392499351,1.9927182630517737,"[np.int64(8), np.int64(46), np.int64(115), np.int64(190)]",4
