,TERMINAL_ID,x_terminal_id,y_terminal_id
165,165,14.45455401246598,75.15278171352439
166,166,22.20491397999227,51.9351824366033
167,167,78.52960282216189,2.233042799180618
168,168,32.43624597261865,87.29223764001111
169,169,84.47096076020696,53.84405925945437
170,170,86.6608274166513,94.98059913536265
171,171,82.64069976293413,85.41154438365388
172,172,9.874340182034835,65.1304332340991
173,173,70.3516988152653,61.02408126466297
174,174,79.9615261736028,3.457121987163425
175,175,77.02387345549799,73.17286007395269
176,176,25.96983932983531,25.70692988221467
177,177,63.23033174301278,34.52974615910816
178,178,79.65886780072876,44.614623200345726
179,179,78.27494147841719,99.04717836238407
180,180,30.024833953390008,14.300582825809938
181,181,90.13084363492739,54.15593788873733
182,182,97.47403708550823,63.66044000018972
183,183,99.39130246104789,54.60708041429516
184,184,52.64259339055213,13.54279030721699
185,185,35.57051709838811,2.6218567296373285
186,186,16.03951795196491,74.5637192707496
187,187,3.039968992878883,36.654309724374436
188,188,86.2346252838044,69.26777175073543
189,189,69.09421420661685,18.863680095531087
190,190,44.19042807484234,58.15774073442912
191,191,98.97517076637052,20.390622523312185
192,192,24.773290176235484,26.217308377291193
193,193,75.01724132979928,45.69753274356928
194,194,5.692943841109499,50.85162406102396
195,195,21.196016464367595,79.86042447602102
196,196,29.73313815072722,2.760601195450363
197,197,59.34324494646211,84.38404289311889
198,198,38.10161240622142,74.98583107261435
199,199,51.11414782971282,54.095180496218866
200,200,95.94343210617524,80.39608914986468
201,201,3.232306662357398,70.93872512312952
202,202,46.500148156350605,94.75489413950999
203,203,22.14327343234883,26.70720196843658
204,204,8.1473964877262,42.86188286637865
205,205,10.90187640190683,63.37867606119178
206,206,80.29632373737378,69.68004961201785
207,207,76.62113810757705,34.24541198435198
208,208,84.58514830276776,42.87687749994426
209,209,82.40098704123187,62.64961586242938
210,210,14.342304867024492,7.838689985494796
211,211,1.833264291300729,6.6724997639356465
212,212,45.85838137084318,11.334192276759048
213,213,2.7783348848669953,75.48614813904673
214,214,39.485048046063945,74.69384956075251
215,215,45.24048267464516,45.008674700076114
216,216,47.807250671783095,47.4003926562194
217,217,80.31633421141696,40.239251985773585
218,218,90.4686160343623,3.7061047954035864
219,219,77.38743427204187,12.564138113773883
220,220,61.85135669120855,1.036426133523194
221,221,53.86272825763469,0.30179566195963625
222,222,95.11937854902045,90.54020337027781
223,223,79.59669419422694,91.52743199147875
224,224,14.555823115839706,15.773006987053328
225,225,18.7631672902434,62.249590229992116
226,226,90.58094960083018,98.99551783590736
227,227,71.1122458765816,73.18004091422952
228,228,90.92932045442545,40.08737323711209
229,229,24.985068022503675,17.343017078712286
