,TRANSACTION_ID,TX_DATETIME,TX_DATE,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
23,23,2020-04-01 02:43:34,2020-04-01,59,102,40.21,9814,0,0,0
24,24,2020-04-01 02:47:11,2020-04-01,128,131,96.68,10031,0,0,0
25,25,2020-04-01 03:00:01,2020-04-01,53,141,2.32,10801,0,0,0
26,26,2020-04-01 03:07:18,2020-04-01,36,175,12.36,11238,0,0,0
27,27,2020-04-01 03:21:54,2020-04-01,249,94,35.61,12114,0,0,0
28,28,2020-04-01 03:22:53,2020-04-01,81,80,83.99,12173,0,0,0
29,29,2020-04-01 03:37:49,2020-04-01,261,123,118.23,13069,0,0,0
30,30,2020-04-01 03:40:23,2020-04-01,354,55,26.61,13223,0,0,0
31,31,2020-04-01 03:41:00,2020-04-01,67,194,125.0,13260,0,0,0
32,32,2020-04-01 03:42:06,2020-04-01,98,142,1.71,13326,0,0,0
33,33,2020-04-01 03:44:19,2020-04-01,111,3,63.71,13459,0,0,0
34,34,2020-04-01 03:46:29,2020-04-01,380,124,73.0,13589,0,0,0
35,35,2020-04-01 03:49:27,2020-04-01,423,35,15.74,13767,0,0,0
36,36,2020-04-01 03:51:40,2020-04-01,204,138,101.18,13900,0,0,0
37,37,2020-04-01 03:56:21,2020-04-01,200,7,85.63,14181,0,0,0
38,38,2020-04-01 03:56:36,2020-04-01,356,176,34.76,14196,0,0,0
39,39,2020-04-01 03:58:06,2020-04-01,284,56,39.33,14286,0,0,0
40,40,2020-04-01 03:59:09,2020-04-01,395,150,45.94,14349,0,0,0
41,41,2020-04-01 03:59:19,2020-04-01,161,37,76.2,14359,0,0,0
42,42,2020-04-01 04:00:12,2020-04-01,38,225,11.13,14412,0,0,0
43,43,2020-04-01 04:00:55,2020-04-01,440,142,13.16,14455,0,0,0
44,44,2020-04-01 04:06:08,2020-04-01,35,228,65.09,14768,0,0,0
45,45,2020-04-01 04:08:36,2020-04-01,382,202,5.05,14916,0,0,0
46,46,2020-04-01 04:10:58,2020-04-01,131,187,46.95,15058,0,0,0
47,47,2020-04-01 04:11:30,2020-04-01,247,195,10.8,15090,0,0,0
48,48,2020-04-01 04:18:34,2020-04-01,356,176,124.43,15514,0,0,0
49,49,2020-04-01 04:19:34,2020-04-01,183,47,64.92,15574,0,0,0
50,50,2020-04-01 04:20:48,2020-04-01,36,175,16.18,15648,0,0,0
51,51,2020-04-01 04:22:03,2020-04-01,410,138,202.425,15723,0,1,4
52,52,2020-04-01 04:24:01,2020-04-01,318,193,61.42,15841,0,0,0
53,53,2020-04-01 04:24:09,2020-04-01,388,208,22.04,15849,0,0,0
54,54,2020-04-01 04:26:13,2020-04-01,148,33,42.91,15973,0,0,0
55,55,2020-04-01 04:31:00,2020-04-01,28,141,84.23,16260,0,0,0
56,56,2020-04-01 04:34:01,2020-04-01,255,93,67.37,16441,0,0,0
57,57,2020-04-01 04:34:54,2020-04-01,322,187,41.56,16494,0,0,0
58,58,2020-04-01 04:37:03,2020-04-01,69,200,60.86,16623,0,0,0
59,59,2020-04-01 04:43:00,2020-04-01,139,138,70.87,16980,0,0,0
60,60,2020-04-01 04:43:14,2020-04-01,303,109,55.83,16994,0,0,0
61,61,2020-04-01 04:47:00,2020-04-01,349,99,129.55,17220,0,0,0
62,62,2020-04-01 04:47:24,2020-04-01,157,180,14.93,17244,0,0,0
63,63,2020-04-01 04:49:17,2020-04-01,167,173,24.29,17357,0,0,0
64,64,2020-04-01 04:49:26,2020-04-01,67,83,72.81,17366,0,0,0
65,65,2020-04-01 04:51:07,2020-04-01,212,102,58.71,17467,0,0,0
66,66,2020-04-01 04:54:55,2020-04-01,140,28,116.7,17695,0,0,0
67,67,2020-04-01 05:04:21,2020-04-01,25,17,11.32,18261,0,0,0
68,68,2020-04-01 05:05:03,2020-04-01,22,65,19.85,18303,0,0,0
69,69,2020-04-01 05:10:17,2020-04-01,354,55,9.21,18617,0,0,0
70,70,2020-04-01 05:12:10,2020-04-01,412,174,31.76,18730,0,0,0
71,71,2020-04-01 05:14:01,2020-04-01,318,193,151.11,18841,0,0,0
72,72,2020-04-01 05:15:50,2020-04-01,329,170,48.95,18950,0,0,0
73,73,2020-04-01 05:20:20,2020-04-01,312,38,67.41,19220,0,0,0
74,74,2020-04-01 05:22:02,2020-04-01,81,80,107.43,19322,0,0,0
75,75,2020-04-01 05:24:21,2020-04-01,383,218,40.85,19461,0,0,0
76,76,2020-04-01 05:24:27,2020-04-01,98,142,1.0,19467,0,0,0
77,77,2020-04-01 05:24:52,2020-04-01,271,209,13.55,19492,0,0,0
78,78,2020-04-01 05:27:57,2020-04-01,213,7,183.17,19677,0,0,0
79,79,2020-04-01 05:28:34,2020-04-01,255,225,52.18,19714,0,0,0
80,80,2020-04-01 05:29:59,2020-04-01,144,14,71.77,19799,0,0,0
81,81,2020-04-01 05:31:21,2020-04-01,122,34,130.32500000000002,19881,0,1,4
82,82,2020-04-01 05:35:26,2020-04-01,155,214,158.8,20126,0,1,4
83,83,2020-04-01 05:36:35,2020-04-01,64,128,202.06,20195,0,0,0
84,84,2020-04-01 05:37:16,2020-04-01,437,203,95.42,20236,0,0,0
85,85,2020-04-01 05:38:09,2020-04-01,81,80,74.98,20289,0,0,0
86,86,2020-04-01 05:39:13,2020-04-01,134,29,48.95,20353,0,0,0
87,87,2020-04-01 05:39:28,2020-04-01,188,16,53.29,20368,0,0,0
88,88,2020-04-01 05:42:54,2020-04-01,183,47,71.08,20574,0,0,0
89,89,2020-04-01 05:44:48,2020-04-01,301,177,76.03,20688,0,0,0
90,90,2020-04-01 05:48:39,2020-04-01,400,228,26.82,20919,0,0,0
91,91,2020-04-01 05:51:21,2020-04-01,1,5,8.04,21081,0,0,0
92,92,2020-04-01 05:52:07,2020-04-01,134,29,69.6,21127,0,0,0
93,93,2020-04-01 05:52:41,2020-04-01,447,219,106.35,21161,0,0,0
94,94,2020-04-01 05:54:41,2020-04-01,356,176,60.93,21281,0,0,0
95,95,2020-04-01 05:57:53,2020-04-01,332,108,29.44,21473,0,0,0
96,96,2020-04-01 05:58:33,2020-04-01,349,99,106.9,21513,0,0,0
97,97,2020-04-01 05:58:56,2020-04-01,302,111,9.51,21536,0,0,0
98,98,2020-04-01 05:59:48,2020-04-01,83,25,81.39,21588,0,0,0
99,99,2020-04-01 06:04:32,2020-04-01,283,38,80.67,21872,0,0,0
100,100,2020-04-01 06:05:30,2020-04-01,369,70,40.76,21930,0,0,0
101,101,2020-04-01 06:05:50,2020-04-01,369,184,75.23,21950,0,0,0
102,102,2020-04-01 06:09:35,2020-04-01,134,29,61.88,22175,0,0,0
103,103,2020-04-01 06:12:17,2020-04-01,213,25,77.05,22337,0,0,0
104,104,2020-04-01 06:15:10,2020-04-01,80,180,13.67,22510,0,0,0
105,105,2020-04-01 06:15:46,2020-04-01,410,138,54.62,22546,0,0,0
106,106,2020-04-01 06:15:53,2020-04-01,204,138,91.29,22553,0,0,0
107,107,2020-04-01 06:17:09,2020-04-01,276,200,54.71,22629,0,0,0
108,108,2020-04-01 06:17:42,2020-04-01,194,216,6.66,22662,0,0,0
109,109,2020-04-01 06:17:45,2020-04-01,209,218,49.82,22665,0,0,0
110,110,2020-04-01 06:24:01,2020-04-01,209,218,1.73,23041,0,0,0
111,111,2020-04-01 06:24:11,2020-04-01,423,35,18.33,23051,0,0,0
112,112,2020-04-01 06:24:15,2020-04-01,139,138,37.24,23055,0,0,0
113,113,2020-04-01 06:24:17,2020-04-01,376,101,133.32,23057,0,0,0
114,114,2020-04-01 06:28:24,2020-04-01,444,135,8.45,23304,0,0,0
115,115,2020-04-01 06:28:58,2020-04-01,376,137,321.85,23338,0,1,4
116,116,2020-04-01 06:30:33,2020-04-01,149,102,63.51,23433,0,0,0
117,117,2020-04-01 06:30:52,2020-04-01,226,140,25.85,23452,0,0,0
118,118,2020-04-01 06:31:49,2020-04-01,83,25,37.92,23509,0,0,0
119,119,2020-04-01 06:33:41,2020-04-01,169,151,5.37,23621,0,0,0
120,120,2020-04-01 06:35:11,2020-04-01,67,194,69.62,23711,0,0,0
121,121,2020-04-01 06:37:26,2020-04-01,270,198,4.99,23846,0,0,0
122,122,2020-04-01 06:37:41,2020-04-01,372,135,48.65,23861,0,0,0
123,123,2020-04-01 06:37:44,2020-04-01,159,2,75.4,23864,0,0,0
124,124,2020-04-01 06:42:38,2020-04-01,315,77,44.09,24158,0,0,0
125,125,2020-04-01 06:45:08,2020-04-01,171,172,94.29,24308,0,0,0
126,126,2020-04-01 06:45:10,2020-04-01,68,126,29.71,24310,0,0,0
127,127,2020-04-01 06:48:20,2020-04-01,359,202,64.35,24500,0,0,0
128,128,2020-04-01 06:49:21,2020-04-01,343,218,36.31,24561,0,0,0
129,129,2020-04-01 06:50:50,2020-04-01,23,186,20.74,24650,0,0,0
130,130,2020-04-01 06:52:14,2020-04-01,202,69,109.0,24734,0,1,4
131,131,2020-04-01 06:52:58,2020-04-01,388,208,41.75,24778,0,1,4
132,132,2020-04-01 06:53:47,2020-04-01,331,171,125.52,24827,0,0,0
133,133,2020-04-01 06:54:28,2020-04-01,37,54,39.03,24868,0,0,0
134,134,2020-04-01 06:55:13,2020-04-01,161,37,93.85,24913,0,0,0
135,135,2020-04-01 06:55:58,2020-04-01,427,112,35.77,24958,0,0,0
136,136,2020-04-01 06:57:01,2020-04-01,188,16,29.95,25021,0,0,0
137,137,2020-04-01 06:57:16,2020-04-01,23,165,40.75,25036,0,0,0
138,138,2020-04-01 07:00:09,2020-04-01,401,191,70.03,25209,0,0,0
139,139,2020-04-01 07:00:55,2020-04-01,160,140,125.62,25255,0,0,0
140,140,2020-04-01 07:01:13,2020-04-01,411,10,46.1,25273,0,0,0
141,141,2020-04-01 07:02:43,2020-04-01,53,141,5.67,25363,0,0,0
142,142,2020-04-01 07:06:48,2020-04-01,379,96,52.76,25608,0,0,0
143,143,2020-04-01 07:09:27,2020-04-01,284,20,39.69,25767,0,0,0
144,144,2020-04-01 07:12:52,2020-04-01,37,54,28.51,25972,0,0,0
145,145,2020-04-01 07:14:35,2020-04-01,131,187,60.98,26075,0,0,0
146,146,2020-04-01 07:14:36,2020-04-01,389,89,96.55,26076,0,0,0
147,147,2020-04-01 07:19:05,2020-04-01,0,87,123.59,26345,0,0,0
148,148,2020-04-01 07:19:22,2020-04-01,407,69,76.825,26362,0,1,4
149,149,2020-04-01 07:19:58,2020-04-01,69,200,103.2,26398,0,0,0
150,150,2020-04-01 07:22:06,2020-04-01,65,156,11.950000000000001,26526,0,1,4
151,151,2020-04-01 07:24:01,2020-04-01,365,222,72.96,26641,0,0,0
152,152,2020-04-01 07:24:08,2020-04-01,188,181,10.31,26648,0,0,0
153,153,2020-04-01 07:26:22,2020-04-01,154,29,14.88,26782,0,0,0
154,154,2020-04-01 07:27:15,2020-04-01,264,139,204.77499999999998,26835,0,1,4
155,155,2020-04-01 07:28:08,2020-04-01,32,17,69.86,26888,0,0,0
156,156,2020-04-01 07:30:04,2020-04-01,58,66,24.62,27004,0,0,0
157,157,2020-04-01 07:32:02,2020-04-01,371,124,53.69,27122,0,0,0
158,158,2020-04-01 07:32:29,2020-04-01,193,229,83.4,27149,0,0,0
159,159,2020-04-01 07:32:36,2020-04-01,1,5,36.12,27156,0,0,0
160,160,2020-04-01 07:32:39,2020-04-01,35,38,157.925,27159,0,1,4
161,161,2020-04-01 07:34:16,2020-04-01,249,94,14.64,27256,0,0,0
162,162,2020-04-01 07:35:14,2020-04-01,26,129,80.31,27314,0,0,0
163,163,2020-04-01 07:35:46,2020-04-01,131,187,32.13,27346,0,0,0
164,164,2020-04-01 07:35:58,2020-04-01,315,92,53.19,27358,0,0,0
165,165,2020-04-01 07:36:05,2020-04-01,164,212,38.25,27365,0,0,0
166,166,2020-04-01 07:36:45,2020-04-01,249,94,24.16,27405,0,0,0
167,167,2020-04-01 07:37:21,2020-04-01,340,96,26.9,27441,0,0,0
168,168,2020-04-01 07:37:57,2020-04-01,271,52,18.49,27477,0,0,0
169,169,2020-04-01 07:39:53,2020-04-01,212,50,70.34,27593,0,0,0
170,170,2020-04-01 07:40:55,2020-04-01,439,170,9.04,27655,0,0,0
171,171,2020-04-01 07:42:28,2020-04-01,314,198,101.5,27748,0,0,0
172,172,2020-04-01 07:43:26,2020-04-01,174,82,55.04,27806,0,0,0
173,173,2020-04-01 07:44:55,2020-04-01,171,163,111.69,27895,0,0,0
174,174,2020-04-01 07:48:51,2020-04-01,38,78,29.12,28131,0,0,0
175,175,2020-04-01 07:51:12,2020-04-01,97,136,16.47,28272,0,0,0
176,176,2020-04-01 07:58:34,2020-04-01,94,179,74.24,28714,0,0,0
177,177,2020-04-01 07:58:36,2020-04-01,255,93,93.22,28716,0,0,0
178,178,2020-04-01 07:58:40,2020-04-01,419,76,2.88,28720,0,0,0
179,179,2020-04-01 08:00:47,2020-04-01,117,67,65.02,28847,0,0,0
180,180,2020-04-01 08:06:31,2020-04-01,429,42,25.26,29191,0,0,0
181,181,2020-04-01 08:06:44,2020-04-01,354,55,21.65,29204,0,0,0
182,182,2020-04-01 08:06:51,2020-04-01,112,222,28.69,29211,0,0,0
183,183,2020-04-01 08:08:29,2020-04-01,240,225,21.59,29309,0,0,0
184,184,2020-04-01 08:09:41,2020-04-01,342,122,4.99,29381,0,0,0
185,185,2020-04-01 08:11:47,2020-04-01,40,133,107.77,29507,0,0,0
186,186,2020-04-01 08:12:38,2020-04-01,131,187,94.2,29558,0,0,0
187,187,2020-04-01 08:12:41,2020-04-01,97,136,5.62,29561,0,0,0
188,188,2020-04-01 08:13:10,2020-04-01,270,119,6.14,29590,0,0,0
189,189,2020-04-01 08:15:05,2020-04-01,107,116,11.62,29705,0,0,0
190,190,2020-04-01 08:15:12,2020-04-01,403,134,59.02,29712,0,0,0
191,191,2020-04-01 08:18:30,2020-04-01,149,102,23.78,29910,0,0,0
192,192,2020-04-01 08:18:37,2020-04-01,37,54,22.16,29917,0,0,0
193,193,2020-04-01 08:19:35,2020-04-01,134,144,54.06,29975,0,0,0
194,194,2020-04-01 08:26:01,2020-04-01,323,208,9.54,30361,0,0,0
195,195,2020-04-01 08:26:50,2020-04-01,247,77,9.94,30410,0,0,0
196,196,2020-04-01 08:27:34,2020-04-01,388,208,31.96,30454,0,0,0
197,197,2020-04-01 08:28:32,2020-04-01,294,47,102.93,30512,0,0,0
198,198,2020-04-01 08:29:06,2020-04-01,129,110,50.79,30546,0,0,0
199,199,2020-04-01 08:29:16,2020-04-01,45,163,58.7,30556,0,0,0
200,200,2020-04-01 08:29:40,2020-04-01,154,29,33.77,30580,0,0,0
201,201,2020-04-01 08:32:11,2020-04-01,140,28,84.69,30731,0,0,0
202,202,2020-04-01 08:33:01,2020-04-01,50,11,10.95,30781,0,0,0
203,203,2020-04-01 08:34:01,2020-04-01,98,42,7.18,30841,0,0,0
204,204,2020-04-01 08:35:34,2020-04-01,134,29,94.76,30934,0,0,0
205,205,2020-04-01 08:36:33,2020-04-01,213,7,82.21,30993,0,0,0
206,206,2020-04-01 08:37:21,2020-04-01,104,82,23.38,31041,0,0,0
207,207,2020-04-01 08:38:13,2020-04-01,275,112,30.32,31093,0,0,0
208,208,2020-04-01 08:38:26,2020-04-01,337,0,34.62,31106,0,0,0
209,209,2020-04-01 08:38:34,2020-04-01,88,102,41.52,31114,0,0,0
210,210,2020-04-01 08:39:52,2020-04-01,311,209,8.22,31192,0,0,0
211,211,2020-04-01 08:41:57,2020-04-01,198,70,170.62,31317,0,0,0
212,212,2020-04-01 08:42:10,2020-04-01,154,128,56.82,31330,0,0,0
213,213,2020-04-01 08:42:57,2020-04-01,97,136,4.78,31377,0,0,0
214,214,2020-04-01 08:43:05,2020-04-01,405,3,43.8,31385,0,0,0
215,215,2020-04-01 08:43:05,2020-04-01,36,206,8.94,31385,0,0,0
216,216,2020-04-01 08:43:16,2020-04-01,36,206,5.1,31396,0,0,0
217,217,2020-04-01 08:44:05,2020-04-01,195,15,26.48,31445,0,0,0
218,218,2020-04-01 08:45:33,2020-04-01,180,58,7.19,31533,0,0,0
219,219,2020-04-01 08:46:17,2020-04-01,323,51,8.33,31577,0,0,0
220,220,2020-04-01 08:47:15,2020-04-01,83,7,82.71,31635,0,0,0
221,221,2020-04-01 08:47:36,2020-04-01,100,43,10.61,31656,0,0,0
222,222,2020-04-01 08:47:44,2020-04-01,290,219,40.0,31664,0,0,0
223,223,2020-04-01 08:48:33,2020-04-01,155,214,42.78,31713,0,0,0
224,224,2020-04-01 08:48:42,2020-04-01,121,163,32.26,31722,0,0,0
225,225,2020-04-01 08:53:49,2020-04-01,292,58,74.7,32029,0,0,0
226,226,2020-04-01 08:55:19,2020-04-01,199,153,33.04,32119,0,0,0
227,227,2020-04-01 08:59:11,2020-04-01,79,8,128.94,32351,0,0,0
228,228,2020-04-01 08:59:59,2020-04-01,365,222,4.42,32399,0,0,0
229,229,2020-04-01 09:01:13,2020-04-01,403,134,112.61,32473,0,0,0
230,230,2020-04-01 09:01:40,2020-04-01,302,36,8.59,32500,0,0,0
231,231,2020-04-01 09:07:37,2020-04-01,311,122,187.875,32857,0,1,4
232,232,2020-04-01 09:09:05,2020-04-01,293,190,160.3,32945,0,1,4
233,233,2020-04-01 09:13:49,2020-04-01,314,119,98.0,33229,0,0,0
234,234,2020-04-01 09:14:41,2020-04-01,92,188,100.39,33281,0,0,0
235,235,2020-04-01 09:18:54,2020-04-01,380,124,4.71,33534,0,0,0
236,236,2020-04-01 09:19:08,2020-04-01,378,8,74.31,33548,0,0,0
237,237,2020-04-01 09:20:39,2020-04-01,382,43,1.21,33639,0,0,0
238,238,2020-04-01 09:20:51,2020-04-01,304,55,59.32,33651,0,0,0
239,239,2020-04-01 09:21:53,2020-04-01,441,75,103.71,33713,0,0,0
240,240,2020-04-01 09:23:09,2020-04-01,149,102,32.07,33789,0,0,0
241,241,2020-04-01 09:23:27,2020-04-01,279,221,48.45,33807,0,0,0
242,242,2020-04-01 09:24:07,2020-04-01,302,111,5.94,33847,0,0,0
243,243,2020-04-01 09:28:25,2020-04-01,102,220,7.85,34105,0,0,0
244,244,2020-04-01 09:28:41,2020-04-01,389,187,58.43,34121,0,0,0
245,245,2020-04-01 09:30:04,2020-04-01,270,119,13.56,34204,0,0,0
246,246,2020-04-01 09:30:38,2020-04-01,359,202,60.17,34238,0,0,0
247,247,2020-04-01 09:31:54,2020-04-01,71,180,122.32,34314,0,0,0
248,248,2020-04-01 09:34:17,2020-04-01,444,135,44.875,34457,0,1,4
249,249,2020-04-01 09:34:24,2020-04-01,266,27,2.32,34464,0,0,0
250,250,2020-04-01 09:35:08,2020-04-01,164,212,53.71,34508,0,0,0
251,251,2020-04-01 09:35:42,2020-04-01,413,166,158.55,34542,0,0,0
252,252,2020-04-01 09:37:52,2020-04-01,275,42,25.77,34672,0,0,0
253,253,2020-04-01 09:38:10,2020-04-01,107,116,14.59,34690,0,0,0
254,254,2020-04-01 09:41:15,2020-04-01,407,69,27.22,34875,0,0,0
255,255,2020-04-01 09:43:13,2020-04-01,380,124,93.78,34993,0,0,0
256,256,2020-04-01 09:43:20,2020-04-01,360,184,39.61,35000,0,0,0
257,257,2020-04-01 09:43:44,2020-04-01,134,29,94.54,35024,0,0,0
258,258,2020-04-01 09:45:39,2020-04-01,213,7,51.72,35139,0,0,0
259,259,2020-04-01 09:46:10,2020-04-01,264,21,179.4,35170,0,0,0
260,260,2020-04-01 09:47:47,2020-04-01,300,112,144.97,35267,0,0,0
261,261,2020-04-01 09:48:17,2020-04-01,310,24,88.55,35297,0,0,0
262,262,2020-04-01 09:50:18,2020-04-01,237,130,30.37,35418,0,0,0
263,263,2020-04-01 09:55:26,2020-04-01,356,176,66.72,35726,0,0,0
264,264,2020-04-01 09:56:05,2020-04-01,88,4,76.27,35765,0,0,0
265,265,2020-04-01 09:58:47,2020-04-01,191,170,76.21,35927,0,0,0
266,266,2020-04-01 10:00:42,2020-04-01,209,218,36.47,36042,0,0,0
267,267,2020-04-01 10:01:54,2020-04-01,267,35,4.88,36114,0,0,0
268,268,2020-04-01 10:02:01,2020-04-01,288,203,142.0,36121,0,0,0
269,269,2020-04-01 10:06:17,2020-04-01,267,35,6.32,36377,0,0,0
270,270,2020-04-01 10:08:19,2020-04-01,36,175,15.2,36499,0,0,0
271,271,2020-04-01 10:10:35,2020-04-01,293,190,87.22,36635,0,0,0
272,272,2020-04-01 10:12:14,2020-04-01,437,26,172.175,36734,0,1,4
273,273,2020-04-01 10:12:17,2020-04-01,416,86,28.41,36737,0,0,0
274,274,2020-04-01 10:15:13,2020-04-01,404,218,28.45,36913,0,0,0
275,275,2020-04-01 10:15:55,2020-04-01,223,190,56.43,36955,0,0,0
276,276,2020-04-01 10:15:59,2020-04-01,432,157,17.79,36959,0,0,0
277,277,2020-04-01 10:17:15,2020-04-01,154,29,68.8,37035,0,0,0
278,278,2020-04-01 10:17:55,2020-04-01,440,42,17.34,37075,0,0,0
279,279,2020-04-01 10:18:04,2020-04-01,89,24,43.16,37084,0,0,0
280,280,2020-04-01 10:20:55,2020-04-01,38,163,27.83,37255,0,0,0
281,281,2020-04-01 10:21:09,2020-04-01,187,183,55.5,37269,0,0,0
282,282,2020-04-01 10:22:02,2020-04-01,369,184,43.37,37322,0,0,0
283,283,2020-04-01 10:24:08,2020-04-01,62,157,60.57,37448,0,0,0
284,284,2020-04-01 10:26:14,2020-04-01,314,119,37.87,37574,0,0,0
285,285,2020-04-01 10:26:46,2020-04-01,29,40,157.87,37606,0,0,0
286,286,2020-04-01 10:27:03,2020-04-01,356,176,121.68,37623,0,0,0
287,287,2020-04-01 10:27:20,2020-04-01,139,138,57.4,37640,0,0,0
288,288,2020-04-01 10:27:53,2020-04-01,261,123,31.2,37673,0,0,0
289,289,2020-04-01 10:29:06,2020-04-01,117,67,57.26,37746,0,0,0
290,290,2020-04-01 10:29:45,2020-04-01,41,79,6.43,37785,0,0,0
291,291,2020-04-01 10:30:37,2020-04-01,155,214,100.51,37837,0,0,0
292,292,2020-04-01 10:31:24,2020-04-01,194,216,112.16,37884,0,0,0
293,293,2020-04-01 10:31:57,2020-04-01,129,3,28.3,37917,0,0,0
294,294,2020-04-01 10:32:11,2020-04-01,407,69,2.79,37931,0,0,0
295,295,2020-04-01 10:32:38,2020-04-01,111,3,10.24,37958,0,0,0
296,296,2020-04-01 10:36:59,2020-04-01,349,99,112.88,38219,0,0,0
297,297,2020-04-01 10:38:12,2020-04-01,249,94,5.49,38292,0,0,0
298,298,2020-04-01 10:41:00,2020-04-01,346,115,22.63,38460,0,0,0
299,299,2020-04-01 10:42:24,2020-04-01,245,200,103.97,38544,0,0,0
300,300,2020-04-01 10:42:42,2020-04-01,100,105,15.97,38562,0,0,0
301,301,2020-04-01 10:43:18,2020-04-01,323,217,3.39,38598,0,0,0
302,302,2020-04-01 10:43:23,2020-04-01,323,68,4.68,38603,0,0,0
303,303,2020-04-01 10:43:42,2020-04-01,26,129,69.57,38622,0,0,0
304,304,2020-04-01 10:44:38,2020-04-01,432,157,14.86,38678,0,0,0
305,305,2020-04-01 10:45:05,2020-04-01,69,200,47.95,38705,0,0,0
306,306,2020-04-01 10:46:04,2020-04-01,314,119,84.44,38764,0,0,0
307,307,2020-04-01 10:46:37,2020-04-01,352,62,27.48,38797,0,0,0
308,308,2020-04-01 10:46:51,2020-04-01,22,65,98.72500000000001,38811,0,1,4
309,309,2020-04-01 10:53:41,2020-04-01,92,101,63.07,39221,0,0,0
310,310,2020-04-01 10:54:21,2020-04-01,367,18,2.34,39261,0,0,0
311,311,2020-04-01 10:55:13,2020-04-01,365,222,65.76,39313,0,0,0
312,312,2020-04-01 10:55:58,2020-04-01,38,225,13.64,39358,0,0,0
313,313,2020-04-01 10:56:16,2020-04-01,235,9,15.29,39376,0,0,0
314,314,2020-04-01 10:58:19,2020-04-01,223,115,85.95,39499,0,0,0
315,315,2020-04-01 10:58:43,2020-04-01,111,3,77.68,39523,0,0,0
316,316,2020-04-01 10:59:09,2020-04-01,89,180,23.7,39549,0,0,0
317,317,2020-04-01 11:00:46,2020-04-01,109,154,41.88,39646,0,0,0
318,318,2020-04-01 11:02:37,2020-04-01,98,159,9.63,39757,0,0,0
319,319,2020-04-01 11:05:45,2020-04-01,209,218,37.67,39945,0,0,0
320,320,2020-04-01 11:06:58,2020-04-01,139,138,39.97,40018,0,0,0
321,321,2020-04-01 11:07:14,2020-04-01,53,141,0.96,40034,0,0,0
322,322,2020-04-01 11:07:17,2020-04-01,323,208,13.77,40037,0,0,0
323,323,2020-04-01 11:07:55,2020-04-01,323,51,8.08,40075,0,0,0
324,324,2020-04-01 11:08:01,2020-04-01,15,55,50.45,40081,0,0,0
325,325,2020-04-01 11:08:11,2020-04-01,407,69,14.78,40091,0,0,0
326,326,2020-04-01 11:09:15,2020-04-01,365,222,63.025000000000006,40155,0,1,4
327,327,2020-04-01 11:10:00,2020-04-01,113,24,139.8,40200,0,0,0
328,328,2020-04-01 11:11:54,2020-04-01,290,219,24.1,40314,0,0,0
329,329,2020-04-01 11:13:23,2020-04-01,444,135,10.41,40403,0,0,0
330,330,2020-04-01 11:13:25,2020-04-01,275,120,39.32,40405,0,0,0
331,331,2020-04-01 11:13:47,2020-04-01,183,47,54.33,40427,0,0,0
332,332,2020-04-01 11:15:03,2020-04-01,25,88,37.99,40503,0,0,0
333,333,2020-04-01 11:15:24,2020-04-01,198,28,190.67,40524,0,0,0
334,334,2020-04-01 11:15:25,2020-04-01,287,11,3.81,40525,0,0,0
