,TRANSACTION_ID,TX_DATETIME,TX_DATE,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
92,92,2020-04-01 08:42:10,2020-04-01,154,128,56.82,31330,0,0,0
93,93,2020-04-01 08:44:05,2020-04-01,195,22,26.48,31445,0,0,0
94,94,2020-04-01 08:45:33,2020-04-01,180,58,7.19,31533,0,0,0
95,95,2020-04-01 08:47:15,2020-04-01,83,7,82.71,31635,0,0,0
96,96,2020-04-01 08:47:36,2020-04-01,100,43,10.61,31656,0,0,0
97,97,2020-04-01 08:48:33,2020-04-01,155,11,42.78,31713,0,0,0
98,98,2020-04-01 08:55:19,2020-04-01,199,47,33.04,32119,0,0,0
99,99,2020-04-01 08:59:11,2020-04-01,79,8,128.94,32351,0,1,2
100,100,2020-04-01 09:14:41,2020-04-01,92,56,100.39,33281,0,0,0
101,101,2020-04-01 09:23:09,2020-04-01,149,102,32.07,33789,0,0,0
102,102,2020-04-01 09:38:10,2020-04-01,107,116,14.59,34690,0,0,0
103,103,2020-04-01 09:43:44,2020-04-01,134,29,94.54,35024,0,0,0
104,104,2020-04-01 09:45:39,2020-04-01,213,7,51.72,35139,0,0,0
105,105,2020-04-01 09:50:18,2020-04-01,237,96,30.37,35418,0,0,0
106,106,2020-04-01 09:56:05,2020-04-01,88,4,76.27,35765,0,0,0
107,107,2020-04-01 09:58:47,2020-04-01,191,97,76.21,35927,0,0,0
108,108,2020-04-01 10:15:55,2020-04-01,223,46,56.43,36955,0,0,0
109,109,2020-04-01 10:17:15,2020-04-01,154,29,68.8,37035,0,0,0
110,110,2020-04-01 10:18:04,2020-04-01,89,24,43.16,37084,0,0,0
111,111,2020-04-01 10:20:55,2020-04-01,38,93,27.83,37255,0,0,0
112,112,2020-04-01 10:21:09,2020-04-01,187,16,55.5,37269,0,0,0
113,113,2020-04-01 10:24:08,2020-04-01,62,107,60.57,37448,0,0,0
114,114,2020-04-01 10:26:46,2020-04-01,29,62,157.87,37606,0,0,0
115,115,2020-04-01 10:29:06,2020-04-01,117,67,57.26,37746,0,0,0
116,116,2020-04-01 10:29:45,2020-04-01,41,79,6.43,37785,0,0,0
117,117,2020-04-01 10:30:37,2020-04-01,155,11,100.51,37837,0,0,0
118,118,2020-04-01 10:31:57,2020-04-01,129,3,28.3,37917,0,0,0
119,119,2020-04-01 10:32:38,2020-04-01,111,3,10.24,37958,0,0,0
120,120,2020-04-01 10:38:12,2020-04-01,249,94,5.49,38292,0,0,0
121,121,2020-04-01 10:42:42,2020-04-01,100,105,15.97,38562,0,0,0
122,122,2020-04-01 10:43:42,2020-04-01,26,129,69.57,38622,0,0,0
123,123,2020-04-01 10:46:51,2020-04-01,22,65,39.49,38811,0,0,0
124,124,2020-04-01 10:53:41,2020-04-01,92,101,63.07,39221,0,0,0
125,125,2020-04-01 10:55:58,2020-04-01,38,93,13.64,39358,0,0,0
126,126,2020-04-01 10:56:16,2020-04-01,235,9,15.29,39376,0,0,0
127,127,2020-04-01 10:58:19,2020-04-01,223,46,85.95,39499,0,0,0
128,128,2020-04-01 10:58:43,2020-04-01,111,3,77.68,39523,0,0,0
129,129,2020-04-01 10:59:09,2020-04-01,89,24,23.7,39549,0,0,0
130,130,2020-04-01 11:02:37,2020-04-01,98,92,9.63,39757,0,0,0
131,131,2020-04-01 11:07:14,2020-04-01,53,88,0.96,40034,0,0,0
132,132,2020-04-01 11:08:01,2020-04-01,15,2,50.45,40081,0,0,0
133,133,2020-04-01 11:10:00,2020-04-01,113,24,139.8,40200,0,0,0
134,134,2020-04-01 11:13:47,2020-04-01,183,47,54.33,40427,0,0,0
135,135,2020-04-01 11:15:03,2020-04-01,25,88,37.99,40503,0,0,0
136,136,2020-04-01 11:15:24,2020-04-01,198,28,190.67,40524,0,0,0
137,137,2020-04-01 11:19:25,2020-04-01,249,94,24.53,40765,0,0,0
138,138,2020-04-01 11:25:20,2020-04-01,45,93,36.15,41120,0,0,0
139,139,2020-04-01 11:28:50,2020-04-01,46,34,79.84,41330,0,0,0
140,140,2020-04-01 11:28:57,2020-04-01,94,10,53.83,41337,0,0,0
141,141,2020-04-01 11:35:36,2020-04-01,46,52,40.08,41736,0,0,0
142,142,2020-04-01 11:37:12,2020-04-01,89,24,16.87,41832,0,0,0
143,143,2020-04-01 11:39:26,2020-04-01,156,79,24.53,41966,0,0,0
144,144,2020-04-01 11:39:57,2020-04-01,213,25,88.31,41997,0,0,0
145,145,2020-04-01 11:43:41,2020-04-01,88,102,89.25,42221,0,0,0
146,146,2020-04-01 11:45:16,2020-04-01,226,12,22.41,42316,0,0,0
147,147,2020-04-01 11:50:18,2020-04-01,26,129,7.36,42618,0,0,0
148,148,2020-04-01 11:52:13,2020-04-01,5,79,69.4,42733,0,0,0
149,149,2020-04-01 11:55:10,2020-04-01,180,58,10.75,42910,0,0,0
150,150,2020-04-01 11:58:19,2020-04-01,94,10,59.66,43099,0,0,0
151,151,2020-04-01 11:59:14,2020-04-01,55,81,36.28,43154,0,0,0
152,152,2020-04-01 11:59:34,2020-04-01,61,31,89.87,43174,0,0,0
153,153,2020-04-01 12:00:39,2020-04-01,230,33,66.63,43239,0,0,0
154,154,2020-04-01 12:05:19,2020-04-01,129,110,85.25,43519,0,0,0
155,155,2020-04-01 12:05:40,2020-04-01,14,88,63.93,43540,0,0,0
156,156,2020-04-01 12:07:46,2020-04-01,210,37,26.64,43666,0,0,0
157,157,2020-04-01 12:07:53,2020-04-01,81,80,68.72,43673,0,0,0
158,158,2020-04-01 12:18:33,2020-04-01,237,18,29.85,44313,0,0,0
159,159,2020-04-01 12:19:58,2020-04-01,81,80,12.07,44398,0,0,0
160,160,2020-04-01 12:21:43,2020-04-01,248,80,58.56,44503,0,0,0
161,161,2020-04-01 12:23:21,2020-04-01,144,14,91.38,44601,0,0,0
162,162,2020-04-01 12:24:34,2020-04-01,135,25,24.03,44674,0,0,0
163,163,2020-04-01 12:33:30,2020-04-01,154,128,35.96,45210,0,0,0
164,164,2020-04-01 12:34:37,2020-04-01,222,14,82.15,45277,0,0,0
165,165,2020-04-01 12:38:40,2020-04-01,33,64,67.76,45520,0,0,0
166,166,2020-04-01 12:39:10,2020-04-01,148,33,22.41,45550,0,0,0
167,167,2020-04-01 12:42:54,2020-04-01,92,101,80.73,45774,0,0,0
168,168,2020-04-01 12:44:56,2020-04-01,149,102,23.74,45896,0,0,0
169,169,2020-04-01 12:47:23,2020-04-01,149,102,46.85,46043,0,0,0
170,170,2020-04-01 12:50:27,2020-04-01,67,83,112.24,46227,0,0,0
171,171,2020-04-01 12:55:00,2020-04-01,247,77,9.65,46500,0,0,0
172,172,2020-04-01 12:57:40,2020-04-01,32,17,85.36,46660,0,0,0
173,173,2020-04-01 13:08:12,2020-04-01,154,29,21.0,47292,0,0,0
174,174,2020-04-01 13:14:43,2020-04-01,119,54,97.64,47683,0,0,0
175,175,2020-04-01 13:16:45,2020-04-01,154,128,48.91,47805,0,0,0
176,176,2020-04-01 13:22:50,2020-04-01,118,81,128.21,48170,0,0,0
177,177,2020-04-01 13:26:39,2020-04-01,55,81,25.08,48399,0,0,0
178,178,2020-04-01 13:28:03,2020-04-01,182,41,43.42,48483,0,0,0
179,179,2020-04-01 13:30:19,2020-04-01,117,67,64.39,48619,0,0,0
180,180,2020-04-01 13:30:46,2020-04-01,94,10,10.94,48646,0,0,0
181,181,2020-04-01 13:34:19,2020-04-01,88,4,44.52,48859,0,0,0
182,182,2020-04-01 13:47:26,2020-04-01,138,4,66.48,49646,0,0,0
183,183,2020-04-01 13:52:05,2020-04-01,221,68,45.91,49925,0,0,0
184,184,2020-04-01 13:53:51,2020-04-01,112,104,42.99,50031,0,0,0
185,185,2020-04-01 13:55:40,2020-04-01,132,22,6.92,50140,0,0,0
186,186,2020-04-01 13:56:53,2020-04-01,230,33,54.84,50213,0,0,0
187,187,2020-04-01 13:56:58,2020-04-01,25,88,47.68,50218,0,0,0
188,188,2020-04-01 13:58:13,2020-04-01,100,43,8.78,50293,0,0,0
189,189,2020-04-01 13:58:32,2020-04-01,135,49,76.23,50312,0,0,0
190,190,2020-04-01 13:59:25,2020-04-01,150,110,89.35,50365,0,0,0
191,191,2020-04-01 14:02:51,2020-04-01,221,41,74.65,50571,0,0,0
192,192,2020-04-01 14:07:55,2020-04-01,103,61,21.0,50875,0,0,0
193,193,2020-04-01 14:11:41,2020-04-01,223,46,84.03,51101,0,0,0
194,194,2020-04-01 14:17:21,2020-04-01,46,34,50.96,51441,0,0,0
195,195,2020-04-01 14:18:10,2020-04-01,220,17,54.1,51490,0,0,0
196,196,2020-04-01 14:18:28,2020-04-01,117,67,30.35,51508,0,0,0
197,197,2020-04-01 14:19:50,2020-04-01,14,88,1.36,51590,0,0,0
198,198,2020-04-01 14:20:07,2020-04-01,59,102,6.25,51607,0,0,0
199,199,2020-04-01 14:23:01,2020-04-01,179,4,50.34,51781,0,0,0
200,200,2020-04-01 14:23:19,2020-04-01,149,102,46.74,51799,0,0,0
201,201,2020-04-01 14:28:47,2020-04-01,156,79,94.73,52127,0,0,0
202,202,2020-04-01 14:35:29,2020-04-01,239,115,147.57,52529,0,0,0
203,203,2020-04-01 14:37:59,2020-04-01,230,33,68.83,52679,0,0,0
204,204,2020-04-01 14:49:47,2020-04-01,134,29,96.24,53387,0,0,0
205,205,2020-04-01 14:52:27,2020-04-01,188,16,26.2,53547,0,0,0
206,206,2020-04-01 14:53:09,2020-04-01,52,113,36.23,53589,0,0,0
207,207,2020-04-01 14:58:18,2020-04-01,179,4,57.96,53898,0,0,0
208,208,2020-04-01 15:04:37,2020-04-01,222,14,30.97,54277,0,0,0
209,209,2020-04-01 15:07:16,2020-04-01,180,58,12.69,54436,0,0,0
210,210,2020-04-01 15:07:31,2020-04-01,127,80,10.1,54451,0,0,0
211,211,2020-04-01 15:08:39,2020-04-01,161,37,23.49,54519,0,0,0
212,212,2020-04-01 15:14:30,2020-04-01,112,104,41.23,54870,0,0,0
213,213,2020-04-01 15:17:59,2020-04-01,33,64,47.78,55079,0,0,0
214,214,2020-04-01 15:25:11,2020-04-01,160,12,10.45,55511,0,0,0
215,215,2020-04-01 15:26:58,2020-04-01,79,115,110.62,55618,0,0,0
216,216,2020-04-01 15:30:46,2020-04-01,59,102,12.67,55846,0,0,0
217,217,2020-04-01 15:31:38,2020-04-01,80,24,11.65,55898,0,0,0
218,218,2020-04-01 15:33:26,2020-04-01,132,89,9.5,56006,0,0,0
219,219,2020-04-01 15:41:42,2020-04-01,49,26,20.09,56502,0,0,0
220,220,2020-04-01 15:46:46,2020-04-01,230,33,101.63,56806,0,0,0
221,221,2020-04-01 15:50:42,2020-04-01,119,54,165.84,57042,0,0,0
222,222,2020-04-01 15:57:21,2020-04-01,192,20,64.81,57441,0,0,0
223,223,2020-04-01 15:58:49,2020-04-01,141,94,66.96,57529,0,0,0
224,224,2020-04-01 16:01:06,2020-04-01,174,82,70.86,57666,0,0,0
225,225,2020-04-01 16:05:29,2020-04-01,222,14,26.67,57929,0,0,0
226,226,2020-04-01 16:14:52,2020-04-01,37,54,25.55,58492,0,0,0
227,227,2020-04-01 16:15:48,2020-04-01,88,4,53.78,58548,0,0,0
228,228,2020-04-01 16:23:14,2020-04-01,179,4,69.7,58994,0,0,0
229,229,2020-04-01 16:24:56,2020-04-01,8,117,10.1,59096,0,0,0
230,230,2020-04-01 16:33:45,2020-04-01,199,47,27.39,59625,0,0,0
231,231,2020-04-01 16:41:32,2020-04-01,249,94,23.65,60092,0,0,0
232,232,2020-04-01 16:43:58,2020-04-01,154,128,62.49,60238,0,0,0
233,233,2020-04-01 16:44:32,2020-04-01,213,7,42.7,60272,0,0,0
234,234,2020-04-01 16:45:03,2020-04-01,79,46,111.21,60303,0,0,0
235,235,2020-04-01 16:50:36,2020-04-01,149,102,37.31,60636,0,0,0
236,236,2020-04-01 16:59:09,2020-04-01,230,33,59.35,61149,0,0,0
237,237,2020-04-01 17:11:56,2020-04-01,100,105,15.76,61916,0,0,0
238,238,2020-04-01 17:19:11,2020-04-01,118,127,102.69,62351,0,0,0
239,239,2020-04-01 17:34:26,2020-04-01,222,14,25.43,63266,0,0,0
240,240,2020-04-01 17:35:16,2020-04-01,142,10,114.18,63316,0,0,0
241,241,2020-04-01 17:38:14,2020-04-01,179,115,43.04,63494,0,0,0
242,242,2020-04-01 17:38:47,2020-04-01,224,40,21.36,63527,0,0,0
243,243,2020-04-01 17:48:38,2020-04-01,187,16,51.35,64118,0,0,0
244,244,2020-04-01 17:57:08,2020-04-01,235,9,13.83,64628,0,0,0
245,245,2020-04-01 18:00:16,2020-04-01,0,29,77.34,64816,0,0,0
246,246,2020-04-01 18:00:29,2020-04-01,149,102,45.75,64829,0,0,0
247,247,2020-04-01 18:02:36,2020-04-01,111,3,145.13,64956,0,0,0
248,248,2020-04-01 18:06:50,2020-04-01,134,29,54.37,65210,0,0,0
249,249,2020-04-01 18:12:31,2020-04-01,83,7,64.08,65551,0,0,0
250,250,2020-04-01 18:22:57,2020-04-01,35,38,73.54,66177,0,0,0
251,251,2020-04-01 18:24:02,2020-04-01,223,8,83.61,66242,0,1,2
252,252,2020-04-01 18:31:18,2020-04-01,128,39,82.97,66678,0,0,0
253,253,2020-04-01 18:35:24,2020-04-01,154,128,66.32,66924,0,0,0
254,254,2020-04-01 18:42:35,2020-04-01,199,47,26.83,67355,0,0,0
255,255,2020-04-01 18:43:12,2020-04-01,38,78,33.02,67392,0,0,0
256,256,2020-04-01 18:50:54,2020-04-01,174,82,14.77,67854,0,0,0
257,257,2020-04-01 18:51:53,2020-04-01,220,17,26.28,67913,0,0,0
258,258,2020-04-01 18:56:25,2020-04-01,179,4,58.56,68185,0,0,0
259,259,2020-04-01 18:56:55,2020-04-01,51,60,22.22,68215,0,0,0
260,260,2020-04-01 18:57:02,2020-04-01,198,28,117.63,68222,0,0,0
261,261,2020-04-01 19:02:02,2020-04-01,0,87,46.51,68522,0,0,0
262,262,2020-04-01 19:08:07,2020-04-01,53,88,7.45,68887,0,0,0
263,263,2020-04-01 19:19:12,2020-04-01,188,100,43.87,69552,0,0,0
264,264,2020-04-01 19:24:08,2020-04-01,88,115,4.68,69848,0,0,0
265,265,2020-04-01 19:28:39,2020-04-01,28,17,62.15,70119,0,0,0
266,266,2020-04-01 19:33:13,2020-04-01,224,40,21.04,70393,0,0,0
267,267,2020-04-01 19:35:51,2020-04-01,5,79,62.88,70551,0,0,0
268,268,2020-04-01 19:36:45,2020-04-01,144,6,43.08,70605,0,0,0
269,269,2020-04-01 19:45:00,2020-04-01,158,115,163.55,71100,0,0,0
270,270,2020-04-01 19:56:38,2020-04-01,83,25,52.7,71798,0,0,0
271,271,2020-04-01 21:14:19,2020-04-01,141,94,39.21,76459,0,0,0
272,272,2020-04-01 21:19:01,2020-04-01,149,102,72.84,76741,0,0,0
273,273,2020-04-01 21:23:23,2020-04-01,98,42,5.2,77003,0,0,0
274,274,2020-04-01 21:35:56,2020-04-01,8,115,14.26,77756,0,0,0
275,275,2020-04-01 21:36:36,2020-04-01,29,40,103.09,77796,0,0,0
276,276,2020-04-01 21:42:09,2020-04-01,155,11,72.42,78129,0,0,0
277,277,2020-04-01 21:56:07,2020-04-01,25,17,0.59,78967,0,0,0
278,278,2020-04-01 22:28:07,2020-04-01,195,30,138.46,80887,0,0,0
279,279,2020-04-01 22:44:28,2020-04-01,154,128,49.94,81868,0,0,0
280,280,2020-04-01 23:27:24,2020-04-01,93,122,34.25,84444,0,0,0
281,281,2020-04-01 23:35:20,2020-04-01,175,47,18.19,84920,0,0,0
282,282,2020-04-01 23:50:16,2020-04-01,203,42,9.1,85816,0,0,0
283,283,2020-04-02 00:57:12,2020-04-02,148,33,66.83,89832,1,0,0
284,284,2020-04-02 01:09:14,2020-04-02,28,17,86.78,90554,1,0,0
285,285,2020-04-02 01:49:40,2020-04-02,155,11,65.58,92980,1,0,0
286,286,2020-04-02 02:30:11,2020-04-02,132,15,4.03,95411,1,0,0
287,287,2020-04-02 02:53:21,2020-04-02,220,17,103.83,96801,1,0,0
288,288,2020-04-02 02:54:53,2020-04-02,67,83,15.41,96893,1,0,0
289,289,2020-04-02 03:13:40,2020-04-02,198,70,60.73,98020,1,0,0
290,290,2020-04-02 03:21:24,2020-04-02,81,80,87.68,98484,1,0,0
291,291,2020-04-02 03:34:13,2020-04-02,9,128,71.42,99253,1,0,0
292,292,2020-04-02 03:36:58,2020-04-02,143,3,101.36,99418,1,0,0
293,293,2020-04-02 03:38:13,2020-04-02,144,6,68.03,99493,1,0,0
294,294,2020-04-02 03:47:45,2020-04-02,38,78,14.78,100065,1,0,0
295,295,2020-04-02 04:02:26,2020-04-02,148,33,45.74,100946,1,0,0
296,296,2020-04-02 04:20:24,2020-04-02,220,17,78.98,102024,1,0,0
297,297,2020-04-02 04:38:25,2020-04-02,37,54,18.34,103105,1,0,0
298,298,2020-04-02 04:41:04,2020-04-02,83,7,33.5,103264,1,0,0
299,299,2020-04-02 04:42:58,2020-04-02,38,93,8.5,103378,1,0,0
300,300,2020-04-02 04:44:07,2020-04-02,51,60,67.84,103447,1,0,0
301,301,2020-04-02 04:47:38,2020-04-02,185,75,7.87,103658,1,0,0
302,302,2020-04-02 04:52:27,2020-04-02,220,17,35.76,103947,1,0,0
303,303,2020-04-02 05:10:15,2020-04-02,129,3,61.77,105015,1,0,0
304,304,2020-04-02 05:12:14,2020-04-02,138,8,54.5,105134,1,1,2
305,305,2020-04-02 05:13:17,2020-04-02,220,17,41.21,105197,1,0,0
306,306,2020-04-02 05:16:06,2020-04-02,243,16,146.51,105366,1,0,0
307,307,2020-04-02 05:16:21,2020-04-02,159,2,21.78,105381,1,0,0
308,308,2020-04-02 05:21:46,2020-04-02,72,117,4.23,105706,1,0,0
309,309,2020-04-02 05:22:24,2020-04-02,5,79,43.84,105744,1,0,0
310,310,2020-04-02 05:24:54,2020-04-02,98,92,9.7,105894,1,0,0
311,311,2020-04-02 05:24:55,2020-04-02,220,17,57.71,105895,1,0,0
312,312,2020-04-02 05:29:00,2020-04-02,156,79,90.89,106140,1,0,0
313,313,2020-04-02 05:34:46,2020-04-02,221,41,11.44,106486,1,0,0
314,314,2020-04-02 05:40:06,2020-04-02,221,68,90.95,106806,1,0,0
315,315,2020-04-02 05:41:28,2020-04-02,64,128,46.59,106888,1,0,0
316,316,2020-04-02 05:47:27,2020-04-02,65,95,6.62,107247,1,0,0
317,317,2020-04-02 06:08:25,2020-04-02,47,17,81.33,108505,1,0,0
318,318,2020-04-02 06:11:17,2020-04-02,191,97,167.2,108677,1,0,0
319,319,2020-04-02 06:12:03,2020-04-02,199,47,32.23,108723,1,0,0
320,320,2020-04-02 06:13:47,2020-04-02,143,3,131.18,108827,1,0,0
321,321,2020-04-02 06:20:28,2020-04-02,159,2,58.78,109228,1,0,0
322,322,2020-04-02 06:20:59,2020-04-02,40,31,68.68,109259,1,0,0
323,323,2020-04-02 06:21:57,2020-04-02,33,64,45.9,109317,1,0,0
324,324,2020-04-02 06:23:40,2020-04-02,183,47,25.36,109420,1,0,0
325,325,2020-04-02 06:24:08,2020-04-02,100,105,10.78,109448,1,1,2
326,326,2020-04-02 06:35:54,2020-04-02,53,88,7.94,110154,1,0,0
327,327,2020-04-02 06:35:58,2020-04-02,83,7,115.53,110158,1,0,0
328,328,2020-04-02 06:36:57,2020-04-02,58,27,6.41,110217,1,0,0
329,329,2020-04-02 06:41:42,2020-04-02,25,88,128.12,110502,1,0,0
330,330,2020-04-02 06:44:33,2020-04-02,158,4,63.52,110673,1,0,0
331,331,2020-04-02 06:53:35,2020-04-02,155,11,82.81,111215,1,0,0
332,332,2020-04-02 06:56:18,2020-04-02,182,41,61.11,111378,1,0,0
333,333,2020-04-02 06:59:11,2020-04-02,81,80,112.23,111551,1,0,0
334,334,2020-04-02 07:07:48,2020-04-02,78,72,97.36,112068,1,0,0
335,335,2020-04-02 07:09:57,2020-04-02,31,8,7.14,112197,1,1,2
